Xpositon	Ypositon	Counts
-0.117949	-0.015385	11550.000000000
-0.128205	-0.015385	11590.000000000
-0.138462	-0.015385	11400.000000000
-0.148718	-0.015385	11280.000000000
-0.158974	-0.015385	11250.000000000
-0.169231	-0.015385	11250.000000000
-0.179487	-0.015385	11880.000000000
-0.189744	-0.015385	11890.000000000
-0.200000	-0.015385	12050.000000000
0.200000	-0.005128	14530.000000000
0.189744	-0.005128	13000.000000000
0.179487	-0.005128	13340.000000000
0.169231	-0.005128	15550.000000000
0.158974	-0.005128	15680.000000000
0.148718	-0.005128	14490.000000000
0.138462	-0.005128	15780.000000000
0.128205	-0.005128	14780.000000000
0.117949	-0.005128	14380.000000000
0.107692	-0.005128	15110.000000000
0.097436	-0.005128	16230.000000000
0.087179	-0.005128	16000.000000000
0.076923	-0.005128	15640.000000000
0.066667	-0.005128	15950.000000000
0.056410	-0.005128	14790.000000000
0.046154	-0.005128	14340.000000000
0.035897	-0.005128	14050.000000000
0.025641	-0.005128	14910.000000000
0.015385	-0.005128	14250.000000000
0.005128	-0.005128	13770.000000000
-0.005128	-0.005128	13610.000000000
-0.015385	-0.005128	14460.000000000
-0.025641	-0.005128	12890.000000000
-0.035897	-0.005128	12580.000000000
-0.046154	-0.005128	12890.000000000
-0.056410	-0.005128	12500.000000000
-0.066667	-0.005128	12760.000000000
-0.076923	-0.005128	12540.000000000
-0.087179	-0.005128	12800.000000000
-0.097436	-0.005128	13600.000000000
-0.107692	-0.005128	12920.000000000
-0.117949	-0.005128	12310.000000000
-0.128205	-0.005128	12270.000000000
-0.138462	-0.005128	11430.000000000
-0.148718	-0.005128	11000.000000000
-0.158974	-0.005128	11210.000000000
-0.169231	-0.005128	11620.000000000
-0.179487	-0.005128	11130.000000000
-0.189744	-0.005128	12010.000000000
-0.200000	-0.005128	11640.000000000
0.200000	0.005128	14320.000000000
0.189744	0.005128	15110.000000000
0.179487	0.005128	15180.000000000
0.169231	0.005128	15750.000000000
0.158974	0.005128	14660.000000000
0.148718	0.005128	14530.000000000
0.138462	0.005128	14770.000000000
0.128205	0.005128	14770.000000000
0.117949	0.005128	15410.000000000
0.107692	0.005128	15510.000000000
0.097436	0.005128	15250.000000000
0.087179	0.005128	15980.000000000
0.076923	0.005128	15250.000000000
0.066667	0.005128	14420.000000000
0.056410	0.005128	13410.000000000
0.046154	0.005128	14110.000000000
0.035897	0.005128	14590.000000000
0.025641	0.005128	13420.000000000
0.015385	0.005128	12820.000000000
0.005128	0.005128	12280.000000000
-0.005128	0.005128	12540.000000000
-0.015385	0.005128	12530.000000000
-0.025641	0.005128	10730.000000000
-0.035897	0.005128	11000.000000000
-0.046154	0.005128	10930.000000000
-0.056410	0.005128	10640.000000000
-0.066667	0.005128	10750.000000000
-0.076923	0.005128	9950.000000000
-0.087179	0.005128	9710.000000000
-0.097436	0.005128	8330.000000000
-0.107692	0.005128	9070.000000000
-0.117949	0.005128	9050.000000000
-0.128205	0.005128	8210.000000000
-0.138462	0.005128	8810.000000000
-0.148718	0.005128	8040.000000000
-0.158974	0.005128	7190.000000000
-0.169231	0.005128	7430.000000000
-0.179487	0.005128	7460.000000000
-0.189744	0.005128	6770.000000000
-0.200000	0.005128	7340.000000000
0.200000	0.015385	11790.000000000
0.189744	0.015385	11880.000000000
0.179487	0.015385	12750.000000000
0.169231	0.015385	10880.000000000
0.158974	0.015385	11560.000000000
0.148718	0.015385	12890.000000000
0.138462	0.015385	10080.000000000
0.128205	0.015385	9960.000000000
0.117949	0.015385	10140.000000000
0.107692	0.015385	10540.000000000
0.097436	0.015385	9960.000000000
0.087179	0.015385	9220.000000000
0.076923	0.015385	8830.000000000
0.066667	0.015385	8330.000000000
0.056410	0.015385	7910.000000000
0.046154	0.015385	8640.000000000
0.035897	0.015385	7560.000000000
0.025641	0.015385	7450.000000000
0.015385	0.015385	6630.000000000
0.005128	0.015385	6040.000000000
-0.005128	0.015385	6570.000000000
-0.015385	0.015385	5680.000000000
-0.025641	0.015385	5340.000000000
-0.035897	0.015385	5760.000000000
-0.046154	0.015385	5590.000000000
-0.056410	0.015385	5020.000000000
-0.066667	0.015385	5320.000000000
-0.076923	0.015385	5340.000000000
-0.087179	0.015385	4710.000000000
-0.097436	0.015385	4390.000000000
-0.107692	0.015385	4990.000000000
-0.117949	0.015385	3960.000000000
-0.128205	0.015385	4310.000000000
-0.138462	0.015385	4700.000000000
-0.148718	0.015385	4300.000000000
-0.158974	0.015385	4370.000000000
-0.169231	0.015385	4060.000000000
-0.179487	0.015385	3900.000000000
-0.189744	0.015385	3330.000000000
-0.200000	0.015385	3610.000000000
0.200000	0.025641	5550.000000000
0.189744	0.025641	5710.000000000
0.179487	0.025641	5790.000000000
0.169231	0.025641	4950.000000000
0.158974	0.025641	4750.000000000
0.148718	0.025641	4930.000000000
0.138462	0.025641	4920.000000000
0.128205	0.025641	4570.000000000
0.117949	0.025641	4460.000000000
0.107692	0.025641	4320.000000000
0.097436	0.025641	4130.000000000
0.087179	0.025641	4210.000000000
0.076923	0.025641	3630.000000000
0.066667	0.025641	4030.000000000
0.056410	0.025641	3230.000000000
0.046154	0.025641	3440.000000000
0.035897	0.025641	3470.000000000
0.025641	0.025641	3700.000000000
0.015385	0.025641	3080.000000000
0.005128	0.025641	3150.000000000
-0.005128	0.025641	3190.000000000
-0.015385	0.025641	3880.000000000
-0.025641	0.025641	2630.000000000
-0.035897	0.025641	2610.000000000
-0.046154	0.025641	2800.000000000
-0.056410	0.025641	2730.000000000
-0.066667	0.025641	2620.000000000
-0.076923	0.025641	2840.000000000
-0.087179	0.025641	2660.000000000
-0.097436	0.025641	2250.000000000
-0.107692	0.025641	2870.000000000
-0.117949	0.025641	2660.000000000
-0.128205	0.025641	2610.000000000
-0.138462	0.025641	2650.000000000
-0.148718	0.025641	2140.000000000
-0.158974	0.025641	1940.000000000
-0.169231	0.025641	2180.000000000
-0.179487	0.025641	2180.000000000
-0.189744	0.025641	2570.000000000
-0.200000	0.025641	2420.000000000
0.200000	0.035897	2820.000000000
0.189744	0.035897	2650.000000000
0.179487	0.035897	2450.000000000
0.169231	0.035897	3010.000000000
0.158974	0.035897	2820.000000000
0.148718	0.035897	2560.000000000
0.138462	0.035897	2370.000000000
0.128205	0.035897	2670.000000000
0.117949	0.035897	2920.000000000
0.107692	0.035897	2530.000000000
0.097436	0.035897	2240.000000000
0.087179	0.035897	2820.000000000
0.076923	0.035897	2490.000000000
0.066667	0.035897	2390.000000000
0.056410	0.035897	2300.000000000
0.046154	0.035897	2040.000000000
0.035897	0.035897	2610.000000000
0.025641	0.035897	2140.000000000
0.015385	0.035897	1910.000000000
0.005128	0.035897	2500.000000000
-0.005128	0.035897	2270.000000000
-0.015385	0.035897	2300.000000000
-0.025641	0.035897	2480.000000000
-0.035897	0.035897	2380.000000000
-0.046154	0.035897	1840.000000000
-0.056410	0.035897	1720.000000000
-0.066667	0.035897	2000.000000000
-0.076923	0.035897	1980.000000000
-0.087179	0.035897	2080.000000000
-0.097436	0.035897	1750.000000000
-0.107692	0.035897	1890.000000000
-0.117949	0.035897	1840.000000000
-0.128205	0.035897	1920.000000000
-0.138462	0.035897	1890.000000000
-0.148718	0.035897	1700.000000000
-0.158974	0.035897	1730.000000000
-0.169231	0.035897	1830.000000000
-0.179487	0.035897	2070.000000000
-0.189744	0.035897	1930.000000000
-0.200000	0.035897	1640.000000000
0.200000	0.046154	1710.000000000
0.189744	0.046154	1720.000000000
0.179487	0.046154	2020.000000000
0.169231	0.046154	2100.000000000
0.158974	0.046154	2100.000000000
0.148718	0.046154	2020.000000000
0.138462	0.046154	2120.000000000
0.128205	0.046154	1770.000000000
0.117949	0.046154	2000.000000000
0.107692	0.046154	1960.000000000
0.097436	0.046154	1730.000000000
0.087179	0.046154	2300.000000000
0.076923	0.046154	2150.000000000
0.066667	0.046154	2170.000000000
0.056410	0.046154	1840.000000000
0.046154	0.046154	1710.000000000
0.035897	0.046154	2190.000000000
0.025641	0.046154	2080.000000000
0.015385	0.046154	2470.000000000
0.005128	0.046154	1820.000000000
-0.005128	0.046154	1820.000000000
-0.015385	0.046154	2050.000000000
-0.025641	0.046154	1690.000000000
-0.035897	0.046154	2030.000000000
-0.046154	0.046154	2200.000000000
-0.056410	0.046154	1880.000000000
-0.066667	0.046154	1900.000000000
-0.076923	0.046154	1860.000000000
-0.087179	0.046154	1730.000000000
-0.097436	0.046154	1730.000000000
-0.107692	0.046154	1950.000000000
-0.117949	0.046154	1850.000000000
-0.128205	0.046154	1620.000000000
-0.138462	0.046154	2000.000000000
-0.148718	0.046154	1580.000000000
-0.158974	0.046154	1740.000000000
-0.169231	0.046154	1880.000000000
-0.179487	0.046154	2160.000000000
-0.189744	0.046154	1550.000000000
-0.200000	0.046154	1740.000000000
0.200000	0.056410	2290.000000000
0.189744	0.056410	1990.000000000
0.179487	0.056410	2190.000000000
0.169231	0.056410	1860.000000000
0.158974	0.056410	2140.000000000
0.148718	0.056410	2320.000000000
0.138462	0.056410	2290.000000000
0.128205	0.056410	1890.000000000
0.117949	0.056410	2070.000000000
0.107692	0.056410	2120.000000000
0.097436	0.056410	1940.000000000
0.087179	0.056410	1740.000000000
0.076923	0.056410	1780.000000000
0.066667	0.056410	1990.000000000
0.056410	0.056410	1740.000000000
0.046154	0.056410	2110.000000000
0.035897	0.056410	1600.000000000
0.025641	0.056410	1880.000000000
0.015385	0.056410	1770.000000000
0.005128	0.056410	1750.000000000
-0.005128	0.056410	1770.000000000
-0.015385	0.056410	1910.000000000
-0.025641	0.056410	1670.000000000
-0.035897	0.056410	1840.000000000
-0.046154	0.056410	2030.000000000
-0.056410	0.056410	1900.000000000
-0.066667	0.056410	1820.000000000
-0.076923	0.056410	1750.000000000
-0.087179	0.056410	1940.000000000
-0.097436	0.056410	1910.000000000
-0.107692	0.056410	1870.000000000
-0.117949	0.056410	1900.000000000
-0.128205	0.056410	1980.000000000
-0.138462	0.056410	2380.000000000
-0.148718	0.056410	2190.000000000
-0.158974	0.056410	1940.000000000
-0.169231	0.056410	1530.000000000
-0.179487	0.056410	1760.000000000
-0.189744	0.056410	2050.000000000
-0.200000	0.056410	1870.000000000
0.200000	0.066667	2020.000000000
0.189744	0.066667	1960.000000000
0.179487	0.066667	1920.000000000
0.169231	0.066667	1650.000000000
0.158974	0.066667	2230.000000000
0.148718	0.066667	2280.000000000
0.138462	0.066667	1740.000000000
0.128205	0.066667	2280.000000000
0.117949	0.066667	2390.000000000
0.107692	0.066667	2200.000000000
0.097436	0.066667	1970.000000000
0.087179	0.066667	2170.000000000
0.076923	0.066667	1980.000000000
0.066667	0.066667	2110.000000000
0.056410	0.066667	2240.000000000
0.046154	0.066667	1990.000000000
0.035897	0.066667	1990.000000000
0.025641	0.066667	2040.000000000
0.015385	0.066667	2210.000000000
0.005128	0.066667	2060.000000000
-0.005128	0.066667	2000.000000000
-0.015385	0.066667	1910.000000000
-0.025641	0.066667	1570.000000000
-0.035897	0.066667	1910.000000000
-0.046154	0.066667	1880.000000000
-0.056410	0.066667	1750.000000000
-0.066667	0.066667	1860.000000000
-0.076923	0.066667	1770.000000000
-0.087179	0.066667	1780.000000000
-0.097436	0.066667	1900.000000000
-0.107692	0.066667	2330.000000000
-0.117949	0.066667	2400.000000000
-0.128205	0.066667	2110.000000000
-0.138462	0.066667	2250.000000000
-0.148718	0.066667	1970.000000000
-0.158974	0.066667	1910.000000000
-0.169231	0.066667	2090.000000000
-0.179487	0.066667	1990.000000000
-0.189744	0.066667	2090.000000000
-0.200000	0.066667	2090.000000000
0.200000	0.076923	2300.000000000
0.189744	0.076923	2530.000000000
0.179487	0.076923	2020.000000000
0.169231	0.076923	2100.000000000
0.158974	0.076923	2490.000000000
0.148718	0.076923	2450.000000000
0.138462	0.076923	2860.000000000
0.128205	0.076923	2720.000000000
0.117949	0.076923	2260.000000000
0.107692	0.076923	2420.000000000
0.097436	0.076923	2150.000000000
0.087179	0.076923	2910.000000000
0.076923	0.076923	2380.000000000
0.066667	0.076923	2550.000000000
0.056410	0.076923	2610.000000000
0.046154	0.076923	2400.000000000
0.035897	0.076923	2450.000000000
0.025641	0.076923	2920.000000000
0.015385	0.076923	2250.000000000
0.005128	0.076923	2180.000000000
-0.005128	0.076923	2270.000000000
-0.015385	0.076923	2430.000000000
-0.025641	0.076923	2900.000000000
-0.035897	0.076923	2090.000000000
-0.046154	0.076923	2330.000000000
-0.056410	0.076923	2240.000000000
-0.066667	0.076923	2480.000000000
-0.076923	0.076923	2480.000000000
-0.087179	0.076923	2450.000000000
-0.097436	0.076923	2480.000000000
-0.107692	0.076923	3140.000000000
-0.117949	0.076923	2650.000000000
-0.128205	0.076923	2480.000000000
-0.138462	0.076923	2500.000000000
-0.148718	0.076923	2520.000000000
-0.158974	0.076923	2450.000000000
-0.169231	0.076923	2830.000000000
-0.179487	0.076923	2690.000000000
-0.189744	0.076923	2250.000000000
-0.200000	0.076923	2410.000000000
0.200000	0.087179	2500.000000000
0.189744	0.087179	2890.000000000
0.179487	0.087179	3210.000000000
0.169231	0.087179	2980.000000000
0.158974	0.087179	2870.000000000
0.148718	0.087179	2980.000000000
0.138462	0.087179	3340.000000000
0.128205	0.087179	2790.000000000
0.117949	0.087179	3230.000000000
0.107692	0.087179	3240.000000000
0.097436	0.087179	3120.000000000
0.087179	0.087179	3510.000000000
0.076923	0.087179	2940.000000000
0.066667	0.087179	3070.000000000
0.056410	0.087179	3050.000000000
0.046154	0.087179	3050.000000000
0.035897	0.087179	3270.000000000
0.025641	0.087179	3250.000000000
0.015385	0.087179	3530.000000000
0.005128	0.087179	3410.000000000
-0.005128	0.087179	3410.000000000
-0.015385	0.087179	3800.000000000
-0.025641	0.087179	3940.000000000
-0.035897	0.087179	3700.000000000
-0.046154	0.087179	3840.000000000
-0.056410	0.087179	4130.000000000
-0.066667	0.087179	3900.000000000
-0.076923	0.087179	4320.000000000
-0.087179	0.087179	4550.000000000
-0.097436	0.087179	4790.000000000
-0.107692	0.087179	4770.000000000
-0.117949	0.087179	4450.000000000
-0.128205	0.087179	4320.000000000
-0.138462	0.087179	4510.000000000
-0.148718	0.087179	3960.000000000
-0.158974	0.087179	4370.000000000
-0.169231	0.087179	4180.000000000
-0.179487	0.087179	4010.000000000
-0.189744	0.087179	4200.000000000
-0.200000	0.087179	4490.000000000
0.200000	0.097436	4750.000000000
0.189744	0.097436	5430.000000000
0.179487	0.097436	5210.000000000
0.169231	0.097436	4810.000000000
0.158974	0.097436	4460.000000000
0.148718	0.097436	5540.000000000
0.138462	0.097436	6090.000000000
0.128205	0.097436	6800.000000000
0.117949	0.097436	6650.000000000
0.107692	0.097436	7030.000000000
0.097436	0.097436	6560.000000000
0.087179	0.097436	6750.000000000
0.076923	0.097436	7270.000000000
0.066667	0.097436	7630.000000000
0.056410	0.097436	8310.000000000
0.046154	0.097436	8040.000000000
0.035897	0.097436	9710.000000000
0.025641	0.097436	8440.000000000
0.015385	0.097436	8980.000000000
0.005128	0.097436	8230.000000000
-0.005128	0.097436	8830.000000000
-0.015385	0.097436	8440.000000000
-0.025641	0.097436	8530.000000000
-0.035897	0.097436	9220.000000000
-0.046154	0.097436	9350.000000000
-0.056410	0.097436	9510.000000000
-0.066667	0.097436	9280.000000000
-0.076923	0.097436	9450.000000000
-0.087179	0.097436	9170.000000000
-0.097436	0.097436	8840.000000000
-0.107692	0.097436	9290.000000000
-0.117949	0.097436	9610.000000000
-0.128205	0.097436	9940.000000000
-0.138462	0.097436	9020.000000000
-0.148718	0.097436	7930.000000000
-0.158974	0.097436	7140.000000000
-0.169231	0.097436	6170.000000000
-0.179487	0.097436	6370.000000000
-0.189744	0.097436	7430.000000000
-0.200000	0.097436	8850.000000000
0.200000	0.107692	10950.000000000
0.189744	0.107692	10310.000000000
0.179487	0.107692	8410.000000000
0.169231	0.107692	4810.000000000
0.158974	0.107692	8910.000000000
0.148718	0.107692	12190.000000000
0.138462	0.107692	11750.000000000
0.128205	0.107692	11930.000000000
0.117949	0.107692	11380.000000000
0.107692	0.107692	11430.000000000
0.097436	0.107692	12640.000000000
0.087179	0.107692	12390.000000000
0.076923	0.107692	12000.000000000
0.066667	0.107692	10840.000000000
0.056410	0.107692	12030.000000000
0.046154	0.107692	12920.000000000
0.035897	0.107692	12790.000000000
0.025641	0.107692	12710.000000000
0.015385	0.107692	11660.000000000
0.005128	0.107692	11470.000000000
-0.005128	0.107692	12470.000000000
-0.015385	0.107692	12180.000000000
-0.025641	0.107692	11160.000000000
-0.035897	0.107692	11060.000000000
-0.046154	0.107692	11830.000000000
-0.056410	0.107692	11530.000000000
-0.066667	0.107692	10970.000000000
-0.076923	0.107692	11970.000000000
-0.087179	0.107692	12430.000000000
-0.097436	0.107692	11550.000000000
-0.107692	0.107692	10330.000000000
-0.117949	0.107692	10970.000000000
-0.128205	0.107692	11090.000000000
-0.138462	0.107692	10060.000000000
-0.148718	0.107692	8690.000000000
-0.158974	0.107692	7460.000000000
-0.169231	0.107692	6640.000000000
-0.179487	0.107692	7390.000000000
-0.189744	0.107692	8700.000000000
-0.200000	0.107692	9850.000000000
0.200000	0.117949	13260.000000000
0.189744	0.117949	10960.000000000
0.179487	0.117949	8130.000000000
0.169231	0.117949	11970.000000000
0.158974	0.117949	13360.000000000
0.148718	0.117949	12780.000000000
0.138462	0.117949	13700.000000000
0.128205	0.117949	14650.000000000
0.117949	0.117949	13250.000000000
0.107692	0.117949	13030.000000000
0.097436	0.117949	11990.000000000
0.087179	0.117949	12610.000000000
0.076923	0.117949	12470.000000000
0.066667	0.117949	12670.000000000
0.056410	0.117949	13470.000000000
0.046154	0.117949	12640.000000000
0.035897	0.117949	12350.000000000
0.025641	0.117949	12320.000000000
0.015385	0.117949	12630.000000000
0.005128	0.117949	12930.000000000
-0.005128	0.117949	12280.000000000
-0.015385	0.117949	12270.000000000
-0.025641	0.117949	11450.000000000
-0.035897	0.117949	12460.000000000
-0.046154	0.117949	12520.000000000
-0.056410	0.117949	12130.000000000
-0.066667	0.117949	12150.000000000
-0.076923	0.117949	12770.000000000
-0.087179	0.117949	11260.000000000
-0.097436	0.117949	11190.000000000
-0.107692	0.117949	11350.000000000
-0.117949	0.117949	11830.000000000
-0.128205	0.117949	11200.000000000
-0.138462	0.117949	10340.000000000
-0.148718	0.117949	9000.000000000
-0.158974	0.117949	7160.000000000
-0.169231	0.117949	6890.000000000
-0.179487	0.117949	8160.000000000
-0.189744	0.117949	9470.000000000
-0.200000	0.117949	10050.000000000
0.200000	0.128205	8210.000000000
0.189744	0.128205	7430.000000000
0.179487	0.128205	9010.000000000
0.169231	0.128205	8810.000000000
0.158974	0.128205	9630.000000000
0.148718	0.128205	8970.000000000
0.138462	0.128205	8870.000000000
0.128205	0.128205	9130.000000000
0.117949	0.128205	8600.000000000
0.107692	0.128205	8320.000000000
0.097436	0.128205	8630.000000000
0.087179	0.128205	8010.000000000
0.076923	0.128205	8860.000000000
0.066667	0.128205	8000.000000000
0.056410	0.128205	8530.000000000
0.046154	0.128205	8380.000000000
0.035897	0.128205	8680.000000000
0.025641	0.128205	8080.000000000
0.015385	0.128205	8110.000000000
0.005128	0.128205	8170.000000000
-0.005128	0.128205	8360.000000000
-0.015385	0.128205	8510.000000000
-0.025641	0.128205	8080.000000000
-0.035897	0.128205	7640.000000000
-0.046154	0.128205	8000.000000000
-0.056410	0.128205	7900.000000000
-0.066667	0.128205	7310.000000000
-0.076923	0.128205	7640.000000000
-0.087179	0.128205	7690.000000000
-0.097436	0.128205	8150.000000000
-0.107692	0.128205	8380.000000000
-0.117949	0.128205	7500.000000000
-0.128205	0.128205	7530.000000000
-0.138462	0.128205	7800.000000000
-0.148718	0.128205	7380.000000000
-0.158974	0.128205	6100.000000000
-0.169231	0.128205	5970.000000000
-0.179487	0.128205	6720.000000000
-0.189744	0.128205	7470.000000000
-0.200000	0.128205	7300.000000000
0.200000	0.138462	1440.000000000
0.189744	0.138462	2620.000000000
0.179487	0.138462	4250.000000000
0.169231	0.138462	3730.000000000
0.158974	0.138462	4220.000000000
0.148718	0.138462	3710.000000000
0.138462	0.138462	4190.000000000
0.128205	0.138462	3870.000000000
0.117949	0.138462	4000.000000000
0.107692	0.138462	3660.000000000
0.097436	0.138462	3720.000000000
0.087179	0.138462	3760.000000000
0.076923	0.138462	3950.000000000
0.066667	0.138462	3650.000000000
0.056410	0.138462	3940.000000000
0.046154	0.138462	3770.000000000
0.035897	0.138462	3760.000000000
0.025641	0.138462	3660.000000000
0.015385	0.138462	3900.000000000
0.005128	0.138462	3020.000000000
-0.005128	0.138462	3980.000000000
-0.015385	0.138462	4090.000000000
-0.025641	0.138462	4220.000000000
-0.035897	0.138462	3960.000000000
-0.046154	0.138462	3840.000000000
-0.056410	0.138462	4020.000000000
-0.066667	0.138462	4050.000000000
-0.076923	0.138462	4270.000000000
-0.087179	0.138462	3820.000000000
-0.097436	0.138462	3810.000000000
-0.107692	0.138462	3980.000000000
-0.117949	0.138462	4120.000000000
-0.128205	0.138462	4130.000000000
-0.138462	0.138462	3850.000000000
-0.148718	0.138462	4090.000000000
-0.158974	0.138462	3180.000000000
-0.169231	0.138462	3510.000000000
-0.179487	0.138462	3970.000000000
-0.189744	0.138462	4060.000000000
-0.200000	0.138462	3840.000000000
0.200000	0.148718	1790.000000000
0.189744	0.148718	1990.000000000
0.179487	0.148718	1690.000000000
0.169231	0.148718	2040.000000000
0.158974	0.148718	1950.000000000
0.148718	0.148718	2070.000000000
0.138462	0.148718	1670.000000000
0.128205	0.148718	1760.000000000
0.117949	0.148718	2330.000000000
0.107692	0.148718	1920.000000000
0.097436	0.148718	1930.000000000
0.087179	0.148718	1690.000000000
0.076923	0.148718	1990.000000000
0.066667	0.148718	1760.000000000
0.056410	0.148718	2340.000000000
0.046154	0.148718	2310.000000000
0.035897	0.148718	2180.000000000
0.025641	0.148718	1980.000000000
0.015385	0.148718	1930.000000000
0.005128	0.148718	2110.000000000
-0.005128	0.148718	2200.000000000
-0.015385	0.148718	2200.000000000
-0.025641	0.148718	2220.000000000
-0.035897	0.148718	2140.000000000
-0.046154	0.148718	2280.000000000
-0.056410	0.148718	2140.000000000
-0.066667	0.148718	2050.000000000
-0.076923	0.148718	2050.000000000
-0.087179	0.148718	2200.000000000
-0.097436	0.148718	2370.000000000
-0.107692	0.148718	2160.000000000
-0.117949	0.148718	1940.000000000
-0.128205	0.148718	2190.000000000
-0.138462	0.148718	2270.000000000
-0.148718	0.148718	2320.000000000
-0.158974	0.148718	1990.000000000
-0.169231	0.148718	2330.000000000
-0.179487	0.148718	2080.000000000
-0.189744	0.148718	2110.000000000
-0.200000	0.148718	2110.000000000
0.200000	0.158974	1300.000000000
0.189744	0.158974	1200.000000000
0.179487	0.158974	1560.000000000
0.169231	0.158974	1750.000000000
0.158974	0.158974	1430.000000000
0.148718	0.158974	1700.000000000
0.138462	0.158974	1940.000000000
0.128205	0.158974	1500.000000000
0.117949	0.158974	1400.000000000
0.107692	0.158974	1770.000000000
0.097436	0.158974	1830.000000000
0.087179	0.158974	1670.000000000
0.076923	0.158974	1430.000000000
0.066667	0.158974	1530.000000000
0.056410	0.158974	1010.000000000
0.046154	0.158974	1430.000000000
0.035897	0.158974	1400.000000000
0.025641	0.158974	1550.000000000
0.015385	0.158974	1500.000000000
0.005128	0.158974	1640.000000000
-0.005128	0.158974	1730.000000000
-0.015385	0.158974	1800.000000000
-0.025641	0.158974	1390.000000000
-0.035897	0.158974	1660.000000000
-0.046154	0.158974	1640.000000000
-0.056410	0.158974	1900.000000000
-0.066667	0.158974	1710.000000000
-0.076923	0.158974	1850.000000000
-0.087179	0.158974	1790.000000000
-0.097436	0.158974	1480.000000000
-0.107692	0.158974	1800.000000000
-0.117949	0.158974	1770.000000000
-0.128205	0.158974	1650.000000000
-0.138462	0.158974	1710.000000000
-0.148718	0.158974	1720.000000000
-0.158974	0.158974	1970.000000000
-0.169231	0.158974	1830.000000000
-0.179487	0.158974	2080.000000000
-0.189744	0.158974	1430.000000000
-0.200000	0.158974	1740.000000000
0.200000	0.169231	1490.000000000
0.189744	0.169231	1350.000000000
0.179487	0.169231	1270.000000000
0.169231	0.169231	1440.000000000
0.158974	0.169231	1490.000000000
0.148718	0.169231	1400.000000000
0.138462	0.169231	1340.000000000
0.128205	0.169231	1650.000000000
0.117949	0.169231	1380.000000000
0.107692	0.169231	1440.000000000
0.097436	0.169231	1310.000000000
0.087179	0.169231	1520.000000000
0.076923	0.169231	1550.000000000
0.066667	0.169231	1650.000000000
0.056410	0.169231	1360.000000000
0.046154	0.169231	1110.000000000
0.035897	0.169231	1310.000000000
0.025641	0.169231	1380.000000000
0.015385	0.169231	1530.000000000
0.005128	0.169231	1530.000000000
-0.005128	0.169231	1540.000000000
-0.015385	0.169231	1830.000000000
-0.025641	0.169231	1510.000000000
-0.035897	0.169231	1870.000000000
-0.046154	0.169231	1570.000000000
-0.056410	0.169231	1350.000000000
-0.066667	0.169231	1740.000000000
-0.076923	0.169231	1670.000000000
-0.087179	0.169231	1540.000000000
-0.097436	0.169231	1790.000000000
-0.107692	0.169231	1430.000000000
